ovr,acceleration,long_passing,shot_power,weight,reactions,club,volleys,ball_control,height,team_uid,team_id,jumping,player_id,agility,long_shots,short_passing,wage,strength,name,sprint_speed,age,club_id,curve,value,stamina,fk_accuracy,potential,heading_accuracy,crossing,position,finishing,balance,starting,dribbling
83,91,71,74,74,84,Atlético Madrid,,91,172,1369-09-155725,1369,,153079,,70,83,0,65,sergio-aguero,86,20,240,,0,72,61,90,62,74,ATT,89,,true,93
75,59,76,45,87,70,Argentina,,23,194,1369-10-156090,1369,,173857,,23,28,0,79,mariano-gonzalo-andujar,58,25,1369,,0,65,14,85,31,26,DEF,21,,true,23
84,85,74,82,75,83,Inter,,85,178,1369-10-156090,1369,,1041,,61,79,0,85,javier-zanetti,82,35,44,,0,86,57,88,68,78,DEF,48,,true,84
77,76,57,68,81,66,Roma,,67,182,1369-10-156090,1369,,139038,,55,68,0,76,nicolas-burdisso,80,28,52,,0,79,37,81,82,49,DEF,23,,true,38
80,58,68,47,78,72,FC Bayern München,,63,184,1369-10-156090,1369,,134979,,34,73,0,88,martin-demichelis,63,28,21,,0,74,30,86,88,52,DEF,33,,true,58
79,68,55,52,72,72,Olympique de Marseille,,70,178,1369-10-156090,1369,,8222,,25,71,0,82,gabriel-heinze,70,31,219,,0,67,31,83,79,69,DEF,22,,true,55
85,74,79,68,85,90,Liverpool,,84,170,1369-10-156090,1369,,142754,,61,91,0,81,javier-mascherano,76,25,9,,0,90,50,88,55,68,MID,57,,true,66
81,66,87,87,79,78,Argentina,,88,186,1369-10-156090,1369,,7518,,82,88,0,82,juan-sebastian-veron,67,34,1369,,0,71,66,86,63,80,MID,64,,true,75
78,79,71,76,73,68,Newcastle United,,79,183,1369-10-156090,1369,,142822,,74,77,0,71,jonas-gutierrez,83,25,13,,0,80,73,80,65,78,MID,68,,true,86
80,88,77,74,75,76,SL Benfica,,85,178,1369-10-156090,1369,,183898,,77,75,0,67,angel-di-maria,87,21,234,,0,77,71,88,59,76,MID,75,,true,86
90,96,75,79,67,87,FC Barcelona,,96,169,1369-10-156090,1369,,158023,,84,89,0,59,lionel-messi,93,22,241,,0,78,74,94,66,82,ATT,90,,true,97
86,86,64,88,76,92,Manchester City,,85,170,1369-10-156090,1369,,143001,,85,83,0,85,carlos-tevez,84,25,10,,0,91,82,90,70,74,ATT,91,,true,83
78,61,60,14,87,79,AZ Alkmaar,17,35,192,1369-11-156279,1369,80,173373,72,10,52,0,71,sergio-romero,69,23,1906,12,0,62,13,86,32,11,DEF,14,70,true,20
79,75,60,68,81,75,Roma,41,60,182,1369-11-156279,1369,82,139038,70,32,62,0,80,nicolas-burdisso,75,29,52,44,0,74,26,80,83,56,DEF,44,78,true,46
85,71,64,78,83,78,Inter,38,61,183,1369-11-156279,1369,85,23461,68,68,69,0,86,walter-samuel,69,32,44,43,0,78,40,87,85,52,DEF,30,86,true,39
80,58,68,47,78,72,FC Bayern München,35,61,184,1369-11-156279,1369,83,134979,49,34,73,0,86,martin-demichelis,62,29,21,26,0,65,30,85,88,52,DEF,33,84,true,47
79,68,58,55,72,74,Olympique de Marseille,54,72,178,1369-11-156279,1369,76,8222,58,25,71,0,82,gabriel-heinze,70,32,219,67,0,70,33,83,79,70,DEF,29,80,true,55
78,71,82,70,69,80,Real Madrid,64,82,178,1369-11-156279,1369,63,165517,79,63,86,0,75,fernando-gago,72,24,243,60,0,74,66,87,61,67,MID,46,74,true,73
84,77,81,68,85,90,FC Barcelona,59,82,174,1369-11-156279,1369,59,142754,69,66,85,0,80,javier-mascherano,71,26,241,63,0,89,50,88,55,68,MID,57,73,true,66
81,75,85,78,71,84,Valencia CF,70,85,174,1369-11-156279,1369,68,178562,80,81,89,0,71,ever-banega,71,22,461,81,0,76,68,86,59,80,MID,67,79,true,79
90,94,75,79,67,89,FC Barcelona,88,96,169,1369-11-156279,1369,64,158023,96,87,89,0,59,lionel-messi,88,23,241,87,0,75,82,95,69,85,ATT,91,86,true,97
85,86,68,86,81,87,Real Madrid,84,85,184,1369-11-156279,1369,74,167664,73,83,73,0,76,gonzalo-higuain,87,22,243,71,0,70,52,87,74,72,ATT,92,73,true,85
82,87,82,78,75,76,Real Madrid,76,87,178,1369-11-156279,1369,60,183898,88,81,76,0,61,angel-di-maria,85,22,243,80,0,67,71,89,57,76,ATT,74,76,true,88
77,51,36,14,87,79,Sampdoria,17,25,192,1369-12-156644,1369,60,173373,67,10,38,0,71,sergio-romero,54,24,1837,12,0,52,13,81,12,11,DEF,14,40,true,12
76,74,71,66,76,80,Manchester City,53,82,177,1369-12-156644,1369,79,142784,75,57,77,0,79,pablo-zabaleta,67,26,10,68,0,79,77,78,71,74,DEF,41,72,true,70
79,34,68,47,80,71,Málaga CF,35,58,184,1369-12-156644,1369,63,134979,48,34,73,0,84,martin-demichelis,34,30,573,26,0,54,30,80,82,52,DEF,33,55,true,45
79,66,66,64,82,74,Argentina,29,71,184,1369-12-156644,1369,83,192366,79,12,72,0,78,nicolas-otamendi,71,23,1369,49,0,75,43,84,81,66,DEF,59,57,true,55
82,58,79,76,75,80,Inter,72,84,178,1369-12-156644,1369,49,1041,52,56,82,0,79,javier-zanetti,66,37,44,69,0,83,60,82,56,78,MID,33,82,true,80
86,69,76,68,74,86,FC Barcelona,59,82,174,1369-12-156644,1369,70,142754,69,66,77,0,75,javier-mascherano,68,27,241,63,0,84,50,87,63,63,MID,51,71,true,66
78,76,75,83,84,74,Inter,75,85,188,1369-12-156644,1369,60,204555,74,79,78,0,68,ricardo-alvarez,78,23,44,83,0,72,81,85,68,76,MID,60,55,true,83
82,69,84,80,75,75,Olympique de Marseille,78,84,185,1369-12-156644,1369,72,142750,73,76,86,0,77,lucho-gonzalez,76,30,219,82,0,82,75,82,76,81,MID,78,65,true,77
94,95,75,81,67,95,FC Barcelona,91,97,169,1369-12-156644,1369,73,158023,94,88,89,0,48,lionel-messi,92,24,241,87,0,83,82,96,69,85,ATT,92,95,true,97
85,78,68,86,81,85,Real Madrid,83,83,184,1369-12-156644,1369,72,167664,68,81,74,0,73,gonzalo-higuain,81,23,243,72,0,63,52,87,76,72,ATT,90,59,true,85
84,90,75,88,75,77,Real Madrid,79,85,178,1369-12-156644,1369,83,183898,91,81,76,0,64,angel-di-maria,91,23,243,83,0,91,71,86,57,80,ATT,74,77,true,88
77,51,36,14,87,79,Sampdoria,17,25,192,1369-13-157186,1369,60,173373,62,10,38,0,69,sergio-romero,54,25,1837,12,0,40,13,81,12,11,DEF,14,40,true,12
80,76,71,66,76,85,Manchester City,53,78,177,1369-13-157186,1369,81,142784,72,57,77,0,79,pablo-zabaleta,73,27,10,68,0,79,77,80,74,74,DEF,41,72,true,70
74,52,48,43,81,72,Getafe CF,23,52,189,1369-13-157186,1369,69,201988,68,38,56,0,78,federico-fernandez,55,23,1860,49,0,55,42,80,81,31,DEF,26,48,true,33
82,63,73,76,85,79,Argentina,38,73,192,1369-13-157186,1369,74,170481,56,60,74,0,86,ezequiel-garay,66,25,1369,55,0,73,74,86,83,67,DEF,29,50,true,61
82,69,65,74,85,78,Napoli,52,66,181,1369-13-157186,1369,87,123603,62,44,67,0,85,hugo-campagnaro,69,32,48,37,0,72,40,82,76,69,DEF,42,66,true,62
86,69,76,76,74,86,FC Barcelona,59,82,174,1369-13-157186,1369,78,142754,72,59,77,0,75,javier-mascherano,68,28,241,63,0,87,50,87,63,63,DEF,51,81,true,58
77,67,78,77,74,74,Argentina,54,77,178,1369-13-157186,1369,56,165517,72,69,80,0,68,fernando-gago,67,26,1369,65,0,69,66,80,56,68,MID,46,68,true,68
86,89,82,88,70,77,Real Madrid,77,85,180,1369-13-157186,1369,72,183898,90,78,81,0,64,angel-di-maria,88,24,243,84,0,77,70,88,53,90,MID,74,81,true,86
94,95,76,80,67,96,FC Barcelona,89,96,169,1369-13-157186,1369,73,158023,94,88,89,0,65,lionel-messi,91,25,241,87,0,80,86,97,72,84,ATT,97,95,true,97
88,93,63,86,75,86,Manchester City,87,90,175,1369-13-157186,1369,76,153079,86,79,82,0,65,sergio-aguero,85,24,10,82,0,66,72,90,72,70,ATT,89,90,true,93
84,75,62,83,81,82,Real Madrid,77,82,184,1369-13-157186,1369,72,167664,69,78,67,0,74,gonzalo-higuain,76,24,243,72,0,66,52,87,76,72,ATT,90,59,true,81
72,44,36,25,87,79,AS Monaco,25,25,192,1369-14-157655,1369,63,173373,52,25,38,35K,75,sergio-romero,42,26,69,25,1.4M,35,25,78,25,25,DEF,25,44,true,25
82,75,71,66,76,85,Manchester City,53,79,176,1369-14-157655,1369,81,142784,72,57,77,120K,79,pablo-zabaleta,73,28,10,68,8.4M,79,77,82,74,74,DEF,41,72,true,73
81,71,63,74,85,78,Inter,34,66,181,1369-14-157655,1369,85,123603,62,35,64,80K,85,hugo-campagnaro,71,33,44,37,3M,69,40,81,71,69,DEF,38,66,true,60
82,60,76,76,85,79,Argentina,46,73,192,1369-14-157655,1369,74,170481,63,60,73,115K,83,ezequiel-garay,54,26,1369,55,12.5M,70,74,85,85,62,DEF,46,50,true,62
77,69,77,78,82,73,Argentina,48,65,186,1369-14-157655,1369,86,201862,71,62,66,70K,79,marcos-rojo,74,23,1369,52,7.4M,76,56,82,80,73,DEF,55,62,true,63
84,69,76,76,74,84,FC Barcelona,59,81,174,1369-14-157655,1369,75,142754,72,59,78,160K,74,javier-mascherano,68,29,241,63,15M,87,50,87,66,63,DEF,51,79,true,58
79,84,73,75,77,84,Argentina,72,82,177,1369-14-157655,1369,67,196432,79,73,79,85K,76,enzo-perez,79,27,1369,78,6M,88,70,81,59,74,MID,71,78,true,81
86,90,82,88,70,78,Real Madrid,77,85,180,1369-14-157655,1369,72,183898,90,78,81,170K,64,angel-di-maria,90,25,243,84,39M,79,70,88,53,89,MID,74,79,true,86
94,96,76,81,67,96,FC Barcelona,90,96,169,1369-14-157655,1369,73,158023,94,88,89,395K,60,lionel-messi,88,26,241,87,113.5M,78,86,97,71,84,ATT,97,95,true,97
84,78,55,83,82,82,Napoli,83,83,184,1369-14-157655,1369,72,167664,70,75,70,155K,80,gonzalo-higuain,81,25,48,72,28M,68,62,86,76,72,ATT,90,59,true,81
88,93,63,86,74,86,Manchester City,86,90,172,1369-14-157655,1369,76,153079,86,79,84,185K,70,sergio-aguero,85,25,10,82,54.5M,66,72,90,71,70,ATT,90,90,true,90
75,44,35,25,87,78,Sampdoria,25,24,192,1369-15-158005,1369,63,173373,52,25,37,55K,75,sergio-romero,42,27,1837,25,3.3M,35,25,77,25,25,DEF,25,44,true,25
83,74,71,66,76,85,Manchester City,53,77,178,1369-15-158005,1369,84,142784,71,57,79,125K,79,pablo-zabaleta,74,29,10,68,12.5M,85,66,83,74,75,DEF,41,72,true,73
83,50,75,76,80,77,Zenit St. Petersburg,46,73,188,1369-15-158005,1369,71,170481,57,60,72,125K,85,ezequiel-garay,54,27,100769,55,14.5M,70,74,83,86,62,DEF,48,38,true,62
83,74,64,69,81,80,Valencia CF,58,63,183,1369-15-158005,1369,90,192366,71,60,69,110K,85,nicolas-otamendi,76,26,461,50,16M,78,44,86,84,54,DEF,59,73,true,60
79,73,79,78,82,73,Manchester United,48,65,186,1369-15-158005,1369,86,201862,73,62,65,105K,83,marcos-rojo,76,24,11,52,7.5M,78,56,82,81,74,DEF,51,62,true,64
83,69,75,76,73,84,FC Barcelona,59,82,174,1369-15-158005,1369,75,142754,72,59,78,125K,74,javier-mascherano,69,30,241,63,11.5M,87,50,83,66,63,DEF,51,79,true,58
80,64,79,74,74,80,Lazio,76,84,178,1369-15-158005,1369,61,158963,76,72,86,90K,75,lucas-biglia,64,28,46,76,9M,82,73,80,55,62,MID,52,77,true,73
80,84,74,77,77,84,Valencia CF,75,82,177,1369-15-158005,1369,75,196432,81,74,81,90K,76,enzo-perez,76,28,461,78,11M,92,69,80,59,74,MID,69,81,true,79
93,96,76,80,72,94,FC Barcelona,85,96,170,1369-15-158005,1369,73,158023,94,88,89,550K,60,lionel-messi,90,27,241,89,100.5M,77,90,95,71,84,ATT,94,95,true,96
87,92,63,85,74,86,Manchester City,85,89,172,1369-15-158005,1369,76,153079,86,80,84,230K,70,sergio-aguero,84,26,10,82,45.5M,69,72,89,68,70,ATT,90,90,true,89
85,88,81,87,70,80,Manchester United,77,86,180,1369-15-158005,1369,72,183898,90,79,81,210K,64,angel-di-maria,88,26,11,83,27M,78,72,85,53,91,MID,75,79,true,87
76,44,36,14,87,79,Manchester United,17,25,192,1369-16-158159,1369,63,173373,52,11,38,100K,75,sergio-romero,42,28,11,12,4.6M,35,13,76,12,11,DEF,14,44,true,12
75,74,69,76,76,68,Fiorentina,25,70,179,1369-16-158159,1369,81,183966,69,75,66,50K,72,facundo-roncaglia,74,28,110374,38,3.2M,69,32,75,70,58,DEF,38,74,true,63
83,50,75,76,80,77,Zenit St. Petersburg,46,73,188,1369-16-158159,1369,71,170481,57,60,72,140K,85,ezequiel-garay,54,28,100769,55,18.5M,70,74,83,86,62,DEF,48,38,true,62
84,74,66,69,81,80,Manchester City,58,60,183,1369-16-158159,1369,90,192366,71,56,64,180K,82,nicolas-otamendi,76,27,10,50,24M,78,39,84,86,52,DEF,53,62,true,43
75,81,67,72,73,74,Argentina,48,71,183,1369-16-158159,1369,76,214955,70,65,71,50K,76,emmanuel-mas,79,26,1369,58,4M,87,45,77,69,66,DEF,52,66,true,73
83,69,75,76,73,83,FC Barcelona,59,82,174,1369-16-158159,1369,75,142754,72,59,79,140K,74,javier-mascherano,67,31,241,63,15M,89,50,83,68,63,DEF,51,79,true,58
84,72,83,78,78,84,Paris Saint-Germain,78,87,187,1369-16-158159,1369,49,191180,85,78,87,180K,68,javier-pastore,75,26,73,83,34.5M,75,69,87,63,78,MID,75,58,true,89
82,74,81,77,74,83,Lazio,79,85,178,1369-16-158159,1369,61,158963,76,75,86,110K,75,lucas-biglia,70,29,46,76,15M,82,76,82,55,62,MID,52,77,true,73
80,81,61,76,75,77,Paris Saint-Germain,76,81,173,1369-16-158159,1369,72,159065,82,69,78,100K,74,ezequiel-lavezzi,82,30,73,74,13M,67,76,80,48,77,ATT,73,85,true,83
86,90,61,90,71,91,Argentina,87,90,173,1369-16-158159,1369,77,143001,83,88,79,130K,81,carlos-tevez,85,31,1369,84,34.5M,91,82,86,60,73,ATT,88,91,true,87
85,88,81,87,75,80,Paris Saint-Germain,77,86,180,1369-16-158159,1369,72,183898,90,79,81,200K,64,angel-di-maria,88,27,73,83,34M,78,72,85,53,90,MID,75,79,true,87
80,47,36,14,87,79,Manchester United,17,25,192,1369-17-158729,1369,63,173373,52,11,38,60K,75,sergio-romero,44,29,11,12,12M,35,13,80,12,11,DEF,14,44,true,12
76,77,64,63,83,71,Sevilla FC,25,70,180,1369-17-158729,1369,76,183892,55,55,67,50K,82,gabriel-mercado,79,29,481,56,4M,81,54,76,75,68,DEF,52,52,true,53
83,68,66,69,81,78,Manchester City,56,64,183,1369-17-158729,1369,90,192366,71,56,71,110K,80,nicolas-otamendi,71,28,10,50,18.5M,78,39,83,85,52,DEF,53,62,true,41
83,74,73,79,80,79,Manchester United,49,71,187,1369-17-158729,1369,86,201862,73,63,72,110K,83,marcos-rojo,74,26,11,67,22.5M,81,57,84,85,75,DEF,52,65,true,69
77,82,67,72,73,74,Trabzonspor,60,75,183,1369-17-158729,1369,80,214955,70,65,73,60K,76,emmanuel-mas,80,27,436,64,5.5M,91,50,77,75,68,DEF,55,66,true,72
82,74,82,77,63,80,Lazio,78,84,178,1369-17-158729,1369,62,158963,76,75,83,90K,72,lucas-biglia,69,30,46,71,14.5M,80,76,82,54,74,MID,52,78,true,76
84,67,75,76,73,83,FC Barcelona,51,80,174,1369-17-158729,1369,75,142754,71,55,79,110K,74,javier-mascherano,65,32,241,63,17M,86,50,84,68,63,DEF,42,78,true,58
84,75,85,74,71,82,Inter,65,87,174,1369-17-158729,1369,59,178562,86,77,88,140K,67,ever-banega,69,28,44,83,28.5M,69,81,84,45,80,MID,65,86,true,85
93,92,87,85,72,95,FC Barcelona,85,95,170,1369-17-158729,1369,68,158023,90,88,88,340K,59,lionel-messi,87,29,241,89,89M,74,90,93,71,77,ATT,95,95,true,97
79,86,56,78,69,82,Atlético Madrid,77,85,173,1369-17-158729,1369,54,214997,87,82,65,50K,59,angel-correa,80,21,240,82,16M,69,65,88,61,64,ATT,81,83,true,87
86,86,82,87,75,80,Paris Saint-Germain,77,87,180,1369-17-158729,1369,72,183898,90,79,83,170K,64,angel-di-maria,86,28,73,83,39M,78,72,86,53,88,ATT,74,79,true,87
80,47,48,14,87,77,Manchester United,17,40,192,1369-18-158904,1369,63,173373,52,11,39,97K,75,sergio-romero,44,30,11,12,9.5M,35,13,80,12,11,DEF,14,44,true,12
84,62,67,69,81,78,Manchester City,56,65,183,1369-18-158904,1369,86,192366,69,56,72,180K,81,nicolas-otamendi,64,29,10,50,24M,76,39,84,83,52,DEF,53,62,true,41
83,67,75,76,73,83,FC Barcelona,51,80,174,1369-18-158904,1369,75,142754,72,55,79,155K,74,javier-mascherano,64,33,241,63,10.5M,76,50,83,68,63,DEF,42,78,true,58
77,74,64,63,83,71,Sevilla FC,25,70,180,1369-18-158904,1369,76,183892,55,55,67,18K,82,gabriel-mercado,75,30,481,56,6.5M,79,54,77,75,68,DEF,52,51,true,53
80,88,70,74,77,77,Argentina,71,80,173,1369-18-158904,1369,87,190972,86,74,74,17K,63,eduardo-salvio,86,26,1369,75,16M,83,64,80,67,77,MID,76,84,true,78
83,70,84,77,63,82,Milan,78,85,178,1369-18-158904,1369,62,158963,76,75,86,105K,70,lucas-biglia,68,31,47,71,17.5M,82,76,83,54,74,MID,50,78,true,77
79,76,73,79,77,78,Argentina,58,82,178,1369-18-158904,1369,75,196432,76,68,85,30K,74,enzo-perez,69,31,1369,62,11M,90,63,79,59,66,MID,66,78,true,67
80,85,72,78,69,78,Argentina,68,80,172,1369-18-158904,1369,69,224334,84,83,76,22K,71,marcos-acuna,84,25,1369,87,17.5M,91,78,81,55,86,MID,67,85,true,79
93,92,87,85,72,95,FC Barcelona,85,95,170,1369-18-158904,1369,68,158023,90,88,88,565K,59,lionel-messi,87,30,241,89,105M,73,90,93,71,77,ATT,95,95,true,97
79,78,65,82,75,75,Argentina,71,74,175,1369-18-158904,1369,86,215061,76,80,67,35K,74,dario-benedetto,84,27,1369,67,14.5M,78,60,80,75,61,ATT,83,68,true,74
84,86,79,83,75,80,Paris Saint-Germain,77,84,180,1369-18-158904,1369,72,183898,92,77,82,145K,60,angel-di-maria,86,29,73,78,30.5M,73,72,84,51,83,ATT,72,79,true,85
79,43,48,23,80,76,Chelsea,13,30,186,1369-18-159068,1369,70,139062,39,14,33,59K,69,willy-caballero,46,35,5,23,3M,37,11,79,22,12,DEF,11,55,true,12
76,88,52,68,66,69,Argentina,37,77,167,1369-18-159068,1369,56,236441,75,53,75,17K,59,fabricio-bustos,82,21,1369,58,10M,85,37,85,58,77,DEF,58,72,true,77
85,62,72,69,81,78,Manchester City,57,69,183,1369-18-159068,1369,87,192366,69,56,75,180K,83,nicolas-otamendi,64,29,10,50,30M,76,39,85,85,52,DEF,54,62,true,49
83,31,62,63,85,84,Roma,35,72,195,1369-18-159068,1369,40,179847,29,26,64,73K,90,federico-fazio,39,30,52,46,19M,76,37,83,89,44,DEF,41,32,true,48
79,92,66,66,67,74,Ajax,38,75,172,1369-18-159068,1369,84,211256,83,44,73,14K,62,nicolas-tagliafico,85,24,245,61,13M,88,40,82,76,71,DEF,57,82,true,74
82,70,83,77,63,80,Milan,78,84,178,1369-18-159068,1369,62,158963,76,75,85,105K,70,lucas-biglia,68,31,47,71,15M,80,76,82,54,74,MID,50,78,true,76
83,67,75,76,73,83,Argentina,51,80,174,1369-18-159068,1369,75,142754,72,55,79,0,74,javier-mascherano,64,33,1369,63,0,76,50,83,68,63,DEF,42,78,true,58
76,75,76,75,70,69,Paris Saint-Germain,69,79,175,1369-18-159068,1369,62,226226,77,66,79,58K,66,giovani-lo-celso,75,21,73,67,11.5M,75,72,84,47,75,MID,58,78,true,78
94,92,87,85,72,95,FC Barcelona,86,96,170,1369-18-159068,1369,67,158023,90,88,88,565K,59,lionel-messi,87,30,241,90,118.5M,73,92,94,71,77,ATT,95,95,true,97
90,78,59,88,89,88,Juventus,88,85,186,1369-18-159068,1369,79,167664,75,82,75,275K,85,gonzalo-higuain,80,29,45,74,77M,72,62,90,86,68,ATT,91,69,true,84
84,86,79,83,69,80,Paris Saint-Germain,77,84,180,1369-18-159068,1369,72,183898,92,77,82,145K,60,angel-di-maria,86,29,73,78,30.5M,73,72,84,51,83,ATT,71,79,true,85
77,49,34,12,85,75,Argentina,15,20,188,1369-19-159296,1369,75,201095,68,12,37,43K,59,agustin-marchesin,52,30,1369,16,5.5M,38,15,77,11,18,DEF,14,60,true,24
74,88,68,51,75,72,Argentina,32,67,176,1369-19-159296,1369,85,215256,76,37,66,16K,68,renzo-saravia,89,25,1369,57,6M,91,58,77,52,71,DEF,34,66,true,77
79,75,65,68,83,72,Sevilla FC,66,70,180,1369-19-159296,1369,76,183892,66,58,71,19K,82,gabriel-mercado,75,31,481,68,8.5M,77,54,79,76,68,DEF,60,60,true,57
77,61,62,69,79,69,Villarreal CF,25,70,186,1369-19-159296,1369,77,199667,65,56,70,28K,78,ramiro-funes-mori,68,27,483,49,8.5M,67,58,78,79,66,DEF,40,61,true,63
80,85,67,66,65,75,Ajax,38,74,171,1369-19-159296,1369,90,211256,79,44,75,20K,63,nicolas-tagliafico,86,25,245,61,15.5M,91,40,83,73,75,DEF,57,79,true,74
80,72,80,79,70,77,Real Betis,69,82,175,1369-19-159296,1369,64,226226,81,75,81,72K,67,giovani-lo-celso,75,22,449,82,20M,80,72,86,59,75,MID,73,81,true,81
80,75,82,82,75,74,Argentina,73,82,180,1369-19-159296,1369,61,207439,77,80,84,0,69,leandro-paredes,69,24,1369,79,0,79,78,85,60,76,MID,55,77,true,78
80,79,73,83,69,76,Argentina,68,82,172,1369-19-159296,1369,69,224334,84,84,78,18K,84,marcos-acuna,75,26,1369,87,16M,90,78,80,62,86,MID,65,86,true,85
94,91,87,85,72,95,FC Barcelona,86,96,170,1369-19-159296,1369,68,158023,91,94,90,565K,59,lionel-messi,86,31,241,93,110.5M,72,94,94,70,84,ATT,95,95,true,97
89,87,75,82,75,86,Juventus,88,92,177,1369-19-159296,1369,75,211110,91,88,87,205K,65,paulo-dybala,83,24,45,88,89M,80,88,94,68,82,MID,84,85,true,92
87,77,54,84,75,88,Inter,85,81,181,1369-19-159296,1369,94,201399,76,70,73,130K,76,mauro-icardi,78,25,44,58,64.5M,72,45,90,91,46,ATT,91,76,true,77
81,70,90,26,80,44,Bolton Wanderers,,23,191,1334-07-154994,1334,,7939,,38,25,0,72,jussi-jaaskelainen,70,31,4,,0,68,70,83,25,22,DEF,18,,true,15
81,66,58,57,86,58,SV Werder Bremen,,56,187,1334-07-154994,1334,,102129,,31,64,0,83,petri-pasanen,70,25,38,,0,77,71,83,86,53,DEF,42,,true,43
83,66,51,54,85,88,Liverpool,,59,193,1334-07-154994,1334,,19977,,22,43,0,89,sami-hyypia,61,32,9,,0,77,85,85,91,39,DEF,47,,true,51
79,63,44,71,83,74,FC Zürich,,56,190,1334-07-154994,1334,,20250,,34,58,0,85,hannu-tihinen,68,29,894,,0,75,74,81,88,42,DEF,28,,true,50
72,52,33,49,83,53,Djurgårdens IF,,41,187,1334-07-154994,1334,,6434,,35,49,0,83,toni-kuivasto,61,30,710,,0,73,80,73,84,43,DEF,44,,true,38
62,69,61,64,72,62,Finland,,63,183,1334-07-154994,1334,,144360,,63,76,0,71,mikka-aleksi-multaharju,73,28,1334,,0,72,66,67,57,43,MID,61,,true,59
77,79,74,63,71,76,Tottenham Hotspur,,76,175,1334-07-154994,1334,,17146,,51,88,0,68,teemu-tainio,84,26,18,,0,80,79,76,60,65,MID,59,,true,61
72,68,60,67,79,63,Finland,,89,183,1334-07-154994,1334,,150891,,70,85,0,56,alexei-eremenko,66,23,1334,,0,61,61,79,68,76,ATT,74,,true,67
70,74,69,68,70,63,Feyenoord,,74,175,1334-07-154994,1334,,100940,,64,62,0,66,joonas-kolkka,72,31,246,,0,78,72,80,45,68,ATT,69,,true,68
73,73,59,76,80,69,Malmö FF,,67,188,1334-07-154994,1334,,51424,,51,65,0,63,jonathan-johansson,75,30,320,,0,76,67,72,64,68,ATT,74,,true,63
78,77,53,78,68,78,Birmingham City,,66,178,1334-07-154994,1334,,47003,,80,73,0,63,mikael-forssell,85,25,88,,0,81,83,80,72,56,ATT,86,,true,64
79,50,78,26,80,44,Bolton Wanderers,,23,191,1334-08-155359,1334,,7939,,22,25,0,72,jussi-jaaskelainen,52,32,4,,0,68,15,81,25,22,DEF,22,,true,22
79,66,58,57,86,58,SV Werder Bremen,,56,187,1334-08-155359,1334,,102129,,31,64,0,81,petri-pasanen,70,26,38,,0,77,37,83,82,53,DEF,42,,true,43
79,51,57,54,85,69,Liverpool,,59,193,1334-08-155359,1334,,19977,,22,51,0,88,sami-hyypia,52,33,9,,0,60,33,85,90,39,DEF,37,,true,38
79,70,63,75,82,81,FC Zürich,,78,190,1334-08-155359,1334,,20250,,56,67,0,78,hannu-tihinen,75,30,894,,0,82,51,83,78,46,DEF,57,,true,54
69,52,33,49,83,53,Djurgårdens IF,,41,187,1334-08-155359,1334,,6434,,35,49,0,73,toni-kuivasto,61,31,710,,0,73,30,70,84,43,DEF,44,,true,38
74,65,77,64,77,66,PSV,,77,181,1334-08-155359,1334,,53410,,78,78,0,76,mika-vayrynen,65,25,247,,0,76,72,76,68,73,MID,66,,true,73
78,73,75,63,71,76,Tottenham Hotspur,,78,175,1334-08-155359,1334,,17146,,51,88,0,68,teemu-tainio,70,27,18,,0,80,78,78,60,65,MID,59,,true,61
72,68,60,67,79,63,Finland,,89,183,1334-08-155359,1334,,150891,,70,85,0,56,alexei-eremenko,66,24,1334,,0,61,81,79,68,76,ATT,74,,true,67
70,74,69,68,70,63,Finland,,74,175,1334-08-155359,1334,,100940,,64,62,0,66,joonas-kolkka,72,32,1334,,0,78,63,80,45,68,ATT,69,,true,68
76,77,53,78,68,75,Birmingham City,,75,178,1334-08-155359,1334,,47003,,80,64,0,51,mikael-forssell,78,26,88,,0,71,16,78,72,56,ATT,74,,true,76
73,73,59,76,80,69,Malmö FF,,67,188,1334-08-155359,1334,,51424,,51,65,0,63,jonathan-johansson,75,31,320,,0,76,42,72,64,68,ATT,74,,true,63
80,50,78,26,80,44,Bolton Wanderers,,23,191,1334-09-155725,1334,,7939,,22,25,0,72,jussi-jaaskelainen,52,33,4,,0,68,15,81,22,22,DEF,22,,true,22
61,62,54,55,77,67,FC Zürich,,55,182,1334-09-155725,1334,,129143,,52,61,0,55,veli-lampi,60,23,894,,0,64,42,75,52,51,DEF,43,,true,49
76,66,58,57,86,58,SV Werder Bremen,,56,187,1334-09-155725,1334,,102129,,31,64,0,82,petri-pasanen,70,27,38,,0,77,37,83,80,53,DEF,42,,true,42
76,50,58,54,89,64,Liverpool,,59,195,1334-09-155725,1334,,19977,,22,51,0,86,sami-hyypia,52,34,9,,0,59,33,85,90,39,DEF,37,,true,38
69,64,62,68,85,61,Fulham,,61,194,1334-09-155725,1334,,142300,,64,61,0,78,toni-kallio,70,29,144,,0,74,31,71,85,61,DEF,39,,true,55
68,73,59,76,80,69,Hibernian,,67,185,1334-09-155725,1334,,51424,,51,65,0,63,jonatan-johansson,75,32,81,,0,76,42,72,64,68,ATT,74,,true,63
65,74,62,60,78,72,Finland,,70,184,1334-09-155725,1334,,156142,,52,69,0,68,roman-eremenko,73,21,1334,,0,56,50,77,48,60,MID,59,,true,65
